Criminal ID,Age,Gender,Crime Type,Crime Location,Time of Crime,Weapon Used,Prior Offenses,Modus Operandi,Associated Gang,Psychological Profile,Footprint/Fingerprint Match,Escape Method,Conviction Status,Sentence Duration
3811,26-35,Male,Fraud,City,Morning,Digital Tools,No,Extortion,No,Calculated,No,Running,Under Trial,N/A
3812,18-25,Female,Fraud,Metro,Night,Gun,Yes,Online Fraud,Yes,Opportunistic,No,Vehicle,Convicted,Life
3813,26-35,Female,Fraud,City,Morning,Gun,No,Extortion,Yes,Calculated,No,Vehicle,Under Trial,N/A
3814,51+,Other,Human Trafficking,Metro,Morning,None,No,Online Fraud,Yes,Opportunistic,Yes,None,Convicted,Death
3815,26-35,Other,Murder,Metro,Morning,None,No,Breaking & Entering,Yes,Opportunistic,No,Fake Identity,Convicted,Death
3816,18-25,Female,Assault,Rural,Morning,Digital Tools,Yes,Social Engineering,Yes,Manipulative,Yes,Vehicle,Under Trial,N/A
3817,26-35,Female,Fraud,Metro,Morning,None,No,Social Engineering,Yes,Calculated,No,None,Convicted,Long-term
3818,18-25,Male,Theft,Rural,Evening,Knife,Yes,Brute Force,Yes,Manipulative,Yes,None,Under Trial,N/A
3819,51+,Other,Drug Offense,Metro,Morning,Digital Tools,No,Breaking & Entering,No,Aggressive,Yes,Fake Identity,Under Trial,N/A
3820,36-50,Female,Human Trafficking,Rural,Morning,Digital Tools,No,Extortion,No,Calculated,No,Fake Identity,Convicted,Short-term
3821,36-50,Female,Theft,City,Evening,Knife,No,Brute Force,No,Calculated,No,Fake Identity,Acquitted,N/A
3822,51+,Other,Drug Offense,Metro,Night,None,Yes,Extortion,Yes,Aggressive,Yes,Vehicle,Under Trial,N/A
3823,26-35,Other,Murder,Rural,Evening,Gun,Yes,Extortion,Yes,Aggressive,Yes,Running,Under Trial,N/A
3824,36-50,Male,Drug Offense,Rural,Night,Knife,No,Brute Force,No,Manipulative,Yes,None,Under Trial,N/A
3825,18-25,Other,Cybercrime,Rural,Night,Knife,No,Extortion,Yes,Opportunistic,No,None,Convicted,Death
3826,36-50,Male,Assault,Rural,Evening,Knife,No,Social Engineering,Yes,Manipulative,Yes,Vehicle,Acquitted,N/A
3827,18-25,Male,Assault,City,Evening,Knife,Yes,Brute Force,Yes,Calculated,Yes,None,Convicted,Death
3828,26-35,Female,Theft,City,Night,Gun,No,Breaking & Entering,Yes,Manipulative,No,Running,Under Trial,N/A
3829,26-35,Male,Theft,Metro,Morning,Gun,Yes,Breaking & Entering,No,Calculated,No,None,Under Trial,N/A
3830,18-25,Male,Human Trafficking,Rural,Evening,Knife,No,Online Fraud,No,Manipulative,Yes,None,Convicted,Long-term
3831,18-25,Male,Cybercrime,Metro,Night,None,No,Extortion,Yes,Aggressive,Yes,Fake Identity,Convicted,Long-term
3832,51+,Other,Murder,Metro,Night,Digital Tools,Yes,Online Fraud,Yes,Calculated,Yes,Vehicle,Convicted,Long-term
3833,51+,Female,Human Trafficking,City,Evening,Knife,Yes,Brute Force,Yes,Manipulative,No,Running,Convicted,Death
3834,26-35,Female,Murder,Rural,Morning,None,Yes,Breaking & Entering,Yes,Calculated,Yes,Fake Identity,Acquitted,N/A
3835,51+,Female,Assault,Rural,Evening,None,No,Online Fraud,No,Calculated,No,Fake Identity,Acquitted,N/A
3836,51+,Male,Human Trafficking,City,Evening,Gun,No,Social Engineering,No,Calculated,Yes,Fake Identity,Under Trial,N/A
3837,18-25,Female,Assault,Rural,Evening,Knife,Yes,Brute Force,Yes,Aggressive,No,Vehicle,Under Trial,N/A
3838,26-35,Other,Kidnapping,Rural,Morning,None,Yes,Social Engineering,Yes,Aggressive,No,Running,Under Trial,N/A
3839,36-50,Male,Theft,City,Night,None,No,Online Fraud,No,Manipulative,No,Running,Convicted,Long-term
3840,51+,Male,Cybercrime,City,Evening,Gun,Yes,Extortion,Yes,Opportunistic,Yes,Running,Under Trial,N/A
3841,18-25,Female,Human Trafficking,Metro,Night,Knife,Yes,Social Engineering,Yes,Calculated,No,None,Acquitted,N/A
3842,36-50,Female,Drug Offense,Rural,Evening,Gun,No,Brute Force,No,Opportunistic,No,Fake Identity,Under Trial,N/A
3843,51+,Male,Assault,City,Night,Digital Tools,No,Extortion,No,Manipulative,No,Vehicle,Convicted,Life
3844,26-35,Male,Kidnapping,Rural,Morning,Knife,No,Extortion,Yes,Aggressive,No,None,Convicted,Death
3845,18-25,Female,Human Trafficking,Metro,Morning,Knife,No,Online Fraud,Yes,Manipulative,Yes,None,Under Trial,N/A
3846,26-35,Male,Kidnapping,Metro,Evening,Gun,No,Extortion,Yes,Manipulative,No,Vehicle,Under Trial,N/A
3847,18-25,Other,Kidnapping,Metro,Morning,Knife,Yes,Brute Force,No,Calculated,Yes,Vehicle,Under Trial,N/A
3848,51+,Female,Murder,City,Night,Gun,No,Social Engineering,No,Aggressive,No,Running,Convicted,Short-term
3849,18-25,Female,Drug Offense,Metro,Evening,None,No,Brute Force,No,Manipulative,Yes,Vehicle,Convicted,Long-term
3850,26-35,Male,Human Trafficking,City,Night,Knife,Yes,Extortion,Yes,Aggressive,No,Vehicle,Under Trial,N/A
3851,18-25,Male,Human Trafficking,Rural,Morning,Knife,Yes,Social Engineering,Yes,Manipulative,Yes,Fake Identity,Convicted,Long-term
3852,18-25,Other,Cybercrime,Rural,Morning,Digital Tools,Yes,Brute Force,No,Manipulative,Yes,Vehicle,Under Trial,N/A
3853,51+,Other,Drug Offense,Rural,Morning,None,Yes,Breaking & Entering,No,Aggressive,No,Running,Acquitted,N/A
3854,18-25,Other,Kidnapping,Rural,Evening,Gun,Yes,Breaking & Entering,No,Aggressive,No,Vehicle,Acquitted,N/A
3855,18-25,Male,Cybercrime,Rural,Night,Knife,No,Breaking & Entering,Yes,Opportunistic,No,None,Convicted,Long-term
3856,36-50,Other,Drug Offense,Metro,Night,Digital Tools,No,Breaking & Entering,No,Calculated,No,Running,Acquitted,N/A
3857,36-50,Female,Murder,Metro,Morning,Knife,Yes,Online Fraud,Yes,Opportunistic,No,Running,Under Trial,N/A
3858,18-25,Female,Murder,Metro,Morning,Digital Tools,No,Social Engineering,Yes,Aggressive,No,Fake Identity,Convicted,Death
3859,36-50,Male,Murder,City,Night,Digital Tools,Yes,Breaking & Entering,Yes,Calculated,No,None,Convicted,Long-term
3860,18-25,Female,Drug Offense,Rural,Evening,None,Yes,Breaking & Entering,Yes,Aggressive,Yes,Running,Under Trial,N/A
3861,26-35,Female,Kidnapping,Rural,Morning,Gun,Yes,Social Engineering,No,Manipulative,No,Running,Acquitted,N/A
3862,36-50,Male,Theft,City,Evening,Knife,Yes,Social Engineering,No,Manipulative,No,Running,Convicted,Short-term
3863,26-35,Other,Fraud,City,Evening,None,Yes,Brute Force,No,Calculated,Yes,Running,Convicted,Death
3864,18-25,Other,Kidnapping,Metro,Morning,Knife,Yes,Extortion,No,Manipulative,No,Vehicle,Under Trial,N/A
3865,51+,Other,Murder,Metro,Morning,Knife,Yes,Breaking & Entering,No,Aggressive,Yes,None,Acquitted,N/A
3866,18-25,Male,Human Trafficking,Rural,Night,None,No,Social Engineering,No,Calculated,Yes,None,Convicted,Short-term
3867,18-25,Male,Human Trafficking,Rural,Morning,Gun,No,Breaking & Entering,Yes,Manipulative,Yes,None,Convicted,Life
3868,18-25,Male,Fraud,Metro,Night,Knife,No,Social Engineering,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A
3869,36-50,Female,Drug Offense,Metro,Night,Gun,Yes,Brute Force,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A
3870,36-50,Male,Assault,City,Evening,Gun,No,Brute Force,Yes,Manipulative,No,Fake Identity,Acquitted,N/A
3871,18-25,Other,Assault,Rural,Morning,None,No,Breaking & Entering,Yes,Manipulative,No,Fake Identity,Under Trial,N/A
3872,51+,Female,Human Trafficking,Metro,Night,Digital Tools,Yes,Extortion,Yes,Aggressive,Yes,None,Convicted,Life
3873,18-25,Other,Drug Offense,City,Morning,None,Yes,Breaking & Entering,No,Calculated,No,None,Convicted,Short-term
3874,26-35,Male,Drug Offense,City,Evening,Digital Tools,Yes,Online Fraud,Yes,Manipulative,No,Vehicle,Convicted,Life
3875,51+,Male,Kidnapping,Metro,Morning,None,No,Online Fraud,No,Aggressive,Yes,Fake Identity,Under Trial,N/A
3876,51+,Male,Kidnapping,City,Night,Digital Tools,Yes,Social Engineering,Yes,Aggressive,No,Running,Acquitted,N/A
3877,51+,Male,Drug Offense,City,Evening,Gun,No,Breaking & Entering,Yes,Calculated,No,Running,Under Trial,N/A
3878,51+,Male,Cybercrime,Metro,Night,Knife,Yes,Breaking & Entering,No,Aggressive,No,Running,Acquitted,N/A
3879,18-25,Other,Kidnapping,Metro,Morning,Digital Tools,Yes,Online Fraud,Yes,Calculated,No,Fake Identity,Convicted,Short-term
3880,26-35,Female,Kidnapping,Rural,Night,Gun,No,Online Fraud,Yes,Aggressive,No,Vehicle,Convicted,Short-term
3881,36-50,Male,Human Trafficking,City,Night,None,Yes,Breaking & Entering,No,Opportunistic,Yes,None,Under Trial,N/A
3882,26-35,Other,Drug Offense,City,Evening,None,Yes,Online Fraud,Yes,Opportunistic,Yes,Vehicle,Convicted,Death
3883,26-35,Other,Murder,Rural,Evening,Digital Tools,Yes,Social Engineering,Yes,Manipulative,Yes,Fake Identity,Convicted,Death
3884,26-35,Other,Assault,Metro,Evening,None,Yes,Breaking & Entering,No,Opportunistic,Yes,Vehicle,Acquitted,N/A
3885,26-35,Male,Assault,Rural,Evening,None,Yes,Brute Force,Yes,Opportunistic,No,None,Acquitted,N/A
3886,18-25,Other,Fraud,Metro,Night,Knife,No,Social Engineering,No,Calculated,No,Fake Identity,Convicted,Short-term
3887,18-25,Female,Cybercrime,Rural,Morning,Gun,Yes,Extortion,No,Manipulative,No,Vehicle,Convicted,Short-term
3888,26-35,Other,Human Trafficking,Metro,Evening,Digital Tools,Yes,Brute Force,Yes,Manipulative,No,Fake Identity,Under Trial,N/A
3889,51+,Male,Murder,City,Morning,Gun,Yes,Online Fraud,No,Aggressive,No,Vehicle,Acquitted,N/A
3890,18-25,Male,Cybercrime,Metro,Evening,Knife,No,Extortion,Yes,Calculated,Yes,None,Acquitted,N/A
3891,26-35,Other,Cybercrime,City,Night,Knife,No,Social Engineering,Yes,Aggressive,No,None,Under Trial,N/A
3892,18-25,Other,Fraud,Rural,Morning,None,No,Online Fraud,No,Manipulative,No,Vehicle,Acquitted,N/A
3893,18-25,Other,Assault,Rural,Morning,Digital Tools,Yes,Social Engineering,No,Calculated,No,Vehicle,Acquitted,N/A
3894,51+,Other,Drug Offense,Rural,Evening,Digital Tools,No,Breaking & Entering,No,Aggressive,No,Fake Identity,Under Trial,N/A
3895,26-35,Male,Theft,Rural,Evening,None,No,Social Engineering,No,Aggressive,Yes,Running,Convicted,Death
3896,51+,Female,Kidnapping,City,Night,None,Yes,Online Fraud,No,Aggressive,No,Vehicle,Under Trial,N/A
3897,36-50,Male,Cybercrime,Rural,Morning,None,No,Breaking & Entering,Yes,Calculated,Yes,Running,Convicted,Long-term
3898,36-50,Male,Cybercrime,Metro,Morning,Knife,No,Brute Force,Yes,Aggressive,Yes,None,Acquitted,N/A
3899,36-50,Other,Kidnapping,City,Night,Gun,Yes,Breaking & Entering,Yes,Manipulative,Yes,Running,Acquitted,N/A
3900,36-50,Female,Theft,City,Evening,Digital Tools,Yes,Extortion,Yes,Calculated,Yes,Vehicle,Under Trial,N/A
3901,51+,Female,Drug Offense,Metro,Morning,Gun,No,Online Fraud,Yes,Calculated,No,None,Acquitted,N/A
3902,26-35,Male,Assault,Rural,Morning,Digital Tools,No,Brute Force,Yes,Opportunistic,Yes,Fake Identity,Acquitted,N/A
3903,18-25,Male,Theft,Metro,Morning,Gun,No,Breaking & Entering,No,Manipulative,No,Fake Identity,Under Trial,N/A
3904,26-35,Male,Human Trafficking,Rural,Evening,None,No,Online Fraud,No,Manipulative,No,Running,Acquitted,N/A
3905,51+,Other,Drug Offense,City,Evening,Digital Tools,No,Online Fraud,Yes,Opportunistic,Yes,Running,Convicted,Short-term
3906,51+,Other,Theft,Metro,Night,None,Yes,Breaking & Entering,Yes,Manipulative,Yes,Vehicle,Acquitted,N/A
3907,18-25,Male,Drug Offense,City,Night,Knife,No,Social Engineering,Yes,Aggressive,Yes,None,Acquitted,N/A
3908,36-50,Other,Human Trafficking,City,Night,Gun,Yes,Breaking & Entering,Yes,Calculated,Yes,None,Under Trial,N/A
3909,26-35,Male,Theft,Rural,Morning,None,Yes,Breaking & Entering,Yes,Calculated,No,Running,Acquitted,N/A
3910,36-50,Male,Kidnapping,Metro,Morning,None,No,Brute Force,No,Opportunistic,Yes,Fake Identity,Under Trial,N/A
3911,18-25,Male,Kidnapping,City,Evening,None,Yes,Social Engineering,Yes,Manipulative,No,Running,Under Trial,N/A
3912,18-25,Female,Fraud,Rural,Morning,Digital Tools,No,Social Engineering,Yes,Opportunistic,Yes,Fake Identity,Under Trial,N/A
3913,51+,Female,Human Trafficking,City,Night,Knife,No,Brute Force,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A
3914,36-50,Female,Theft,City,Evening,Digital Tools,No,Breaking & Entering,Yes,Calculated,Yes,None,Convicted,Life
3915,36-50,Female,Murder,Metro,Evening,Knife,No,Brute Force,No,Calculated,No,Fake Identity,Under Trial,N/A
3916,18-25,Female,Drug Offense,City,Morning,Gun,No,Online Fraud,No,Opportunistic,Yes,None,Under Trial,N/A
3917,36-50,Female,Cybercrime,Rural,Night,Knife,Yes,Breaking & Entering,Yes,Manipulative,No,Running,Under Trial,N/A
3918,36-50,Female,Assault,Metro,Evening,Digital Tools,Yes,Online Fraud,Yes,Manipulative,No,Running,Under Trial,N/A
3919,18-25,Female,Drug Offense,City,Night,Digital Tools,Yes,Breaking & Entering,Yes,Aggressive,No,Vehicle,Convicted,Long-term
3920,36-50,Other,Drug Offense,City,Morning,Digital Tools,Yes,Online Fraud,Yes,Manipulative,Yes,None,Under Trial,N/A
3921,18-25,Other,Murder,Rural,Evening,Digital Tools,No,Breaking & Entering,Yes,Opportunistic,No,Running,Acquitted,N/A
3922,36-50,Male,Assault,Metro,Night,Knife,Yes,Online Fraud,No,Calculated,Yes,Fake Identity,Acquitted,N/A
3923,18-25,Male,Theft,Rural,Morning,Knife,No,Social Engineering,No,Opportunistic,No,None,Convicted,Life
3924,36-50,Female,Kidnapping,Rural,Morning,None,No,Online Fraud,Yes,Calculated,No,Vehicle,Under Trial,N/A
3925,51+,Female,Drug Offense,City,Morning,Digital Tools,No,Breaking & Entering,Yes,Calculated,No,Fake Identity,Convicted,Short-term
3926,51+,Female,Kidnapping,Metro,Evening,Gun,Yes,Online Fraud,Yes,Opportunistic,No,None,Convicted,Death
3927,51+,Other,Fraud,City,Morning,Digital Tools,Yes,Extortion,No,Manipulative,No,Fake Identity,Acquitted,N/A
3928,26-35,Female,Theft,City,Evening,Knife,Yes,Brute Force,Yes,Calculated,Yes,Fake Identity,Convicted,Long-term
3929,18-25,Female,Drug Offense,City,Evening,Digital Tools,No,Brute Force,Yes,Opportunistic,No,Running,Under Trial,N/A
3930,51+,Other,Human Trafficking,Rural,Morning,Knife,Yes,Online Fraud,Yes,Calculated,Yes,None,Acquitted,N/A
3931,26-35,Female,Human Trafficking,City,Evening,Digital Tools,Yes,Online Fraud,Yes,Manipulative,No,None,Under Trial,N/A
3932,51+,Other,Theft,City,Morning,Digital Tools,No,Social Engineering,No,Opportunistic,No,Running,Convicted,Death
3933,36-50,Other,Kidnapping,City,Morning,Knife,Yes,Breaking & Entering,Yes,Aggressive,Yes,Vehicle,Acquitted,N/A
3934,18-25,Male,Human Trafficking,Metro,Morning,Digital Tools,No,Extortion,No,Calculated,No,None,Under Trial,N/A
3935,18-25,Male,Drug Offense,Rural,Morning,Knife,Yes,Social Engineering,No,Opportunistic,No,Vehicle,Under Trial,N/A
3936,36-50,Male,Murder,City,Night,Gun,Yes,Brute Force,Yes,Opportunistic,No,None,Convicted,Life
3937,18-25,Female,Kidnapping,Rural,Morning,Knife,Yes,Social Engineering,No,Calculated,Yes,Fake Identity,Acquitted,N/A
3938,51+,Male,Assault,Rural,Night,Knife,Yes,Social Engineering,Yes,Manipulative,No,Vehicle,Acquitted,N/A
3939,18-25,Male,Human Trafficking,City,Night,Digital Tools,No,Breaking & Entering,Yes,Manipulative,No,None,Convicted,Death
3940,18-25,Other,Murder,City,Morning,Gun,Yes,Breaking & Entering,Yes,Opportunistic,Yes,None,Acquitted,N/A
3941,51+,Male,Drug Offense,Rural,Morning,None,No,Breaking & Entering,No,Opportunistic,No,Vehicle,Convicted,Long-term
3942,18-25,Other,Fraud,Rural,Night,Digital Tools,No,Social Engineering,No,Opportunistic,No,Fake Identity,Convicted,Long-term
3943,36-50,Other,Human Trafficking,City,Night,Digital Tools,Yes,Online Fraud,No,Calculated,No,None,Acquitted,N/A
3944,51+,Female,Murder,City,Morning,None,No,Social Engineering,Yes,Opportunistic,Yes,Running,Acquitted,N/A
3945,51+,Female,Kidnapping,City,Evening,Digital Tools,No,Extortion,No,Aggressive,No,None,Convicted,Life
3946,26-35,Female,Kidnapping,Rural,Morning,None,Yes,Online Fraud,Yes,Manipulative,Yes,Running,Under Trial,N/A
3947,51+,Female,Cybercrime,Rural,Night,Knife,Yes,Social Engineering,No,Calculated,Yes,Fake Identity,Convicted,Life
3948,36-50,Male,Cybercrime,City,Night,Gun,No,Online Fraud,No,Manipulative,No,Running,Under Trial,N/A
3949,51+,Other,Cybercrime,Rural,Night,Knife,Yes,Breaking & Entering,No,Manipulative,No,Fake Identity,Under Trial,N/A
3950,51+,Male,Theft,Rural,Morning,None,No,Social Engineering,No,Manipulative,Yes,Running,Acquitted,N/A
3951,51+,Female,Assault,City,Evening,None,No,Brute Force,Yes,Calculated,No,None,Convicted,Death
3952,26-35,Female,Assault,City,Morning,Digital Tools,Yes,Social Engineering,Yes,Aggressive,Yes,None,Acquitted,N/A
3953,18-25,Female,Fraud,Metro,Night,Knife,Yes,Social Engineering,No,Aggressive,No,Running,Convicted,Death
3954,18-25,Other,Kidnapping,City,Night,None,Yes,Breaking & Entering,Yes,Manipulative,No,Fake Identity,Acquitted,N/A
3955,26-35,Other,Murder,City,Night,None,No,Brute Force,Yes,Calculated,Yes,Fake Identity,Convicted,Death
3956,36-50,Male,Theft,Rural,Morning,Knife,No,Brute Force,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A
3957,26-35,Female,Fraud,Metro,Evening,Knife,Yes,Online Fraud,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A
3958,18-25,Other,Murder,Metro,Morning,Knife,No,Extortion,No,Aggressive,No,Fake Identity,Acquitted,N/A
3959,36-50,Female,Drug Offense,City,Night,None,Yes,Breaking & Entering,Yes,Aggressive,No,Running,Acquitted,N/A
3960,18-25,Female,Fraud,City,Night,None,Yes,Breaking & Entering,Yes,Opportunistic,Yes,None,Acquitted,N/A
3961,51+,Male,Drug Offense,City,Morning,Digital Tools,No,Social Engineering,No,Calculated,Yes,Vehicle,Convicted,Short-term
3962,18-25,Female,Drug Offense,Rural,Night,Gun,No,Brute Force,Yes,Calculated,Yes,Fake Identity,Acquitted,N/A
3963,18-25,Female,Assault,Rural,Night,Digital Tools,Yes,Online Fraud,No,Manipulative,No,Fake Identity,Convicted,Life
3964,36-50,Male,Murder,Metro,Evening,None,No,Online Fraud,Yes,Calculated,No,Running,Acquitted,N/A
3965,18-25,Other,Theft,Rural,Evening,Digital Tools,No,Online Fraud,Yes,Aggressive,No,Vehicle,Acquitted,N/A
3966,36-50,Male,Cybercrime,City,Evening,None,Yes,Social Engineering,No,Manipulative,Yes,Vehicle,Convicted,Short-term
3967,51+,Female,Cybercrime,City,Night,Digital Tools,Yes,Online Fraud,Yes,Aggressive,Yes,Fake Identity,Under Trial,N/A
3968,51+,Other,Theft,City,Morning,Knife,No,Breaking & Entering,Yes,Aggressive,No,Vehicle,Acquitted,N/A
3969,36-50,Male,Murder,Rural,Night,Digital Tools,No,Social Engineering,Yes,Aggressive,No,Vehicle,Under Trial,N/A
3970,18-25,Female,Assault,Metro,Evening,Digital Tools,Yes,Extortion,Yes,Aggressive,Yes,None,Acquitted,N/A
3971,18-25,Male,Drug Offense,City,Evening,Knife,No,Brute Force,No,Manipulative,No,None,Acquitted,N/A
3972,18-25,Other,Murder,City,Night,None,No,Social Engineering,Yes,Opportunistic,Yes,Vehicle,Convicted,Long-term
3973,36-50,Female,Human Trafficking,Metro,Evening,Gun,No,Brute Force,No,Calculated,Yes,Fake Identity,Acquitted,N/A
3974,18-25,Female,Human Trafficking,Rural,Night,Gun,No,Brute Force,Yes,Manipulative,No,Running,Under Trial,N/A
3975,26-35,Other,Human Trafficking,City,Morning,Digital Tools,Yes,Breaking & Entering,No,Manipulative,No,None,Under Trial,N/A
3976,36-50,Other,Assault,Metro,Night,Gun,No,Breaking & Entering,Yes,Calculated,No,Vehicle,Convicted,Life
3977,36-50,Female,Murder,City,Night,Digital Tools,Yes,Social Engineering,Yes,Aggressive,No,Vehicle,Under Trial,N/A
3978,36-50,Male,Drug Offense,City,Evening,Knife,No,Social Engineering,Yes,Aggressive,No,Fake Identity,Acquitted,N/A
3979,26-35,Female,Assault,Metro,Night,None,No,Social Engineering,No,Opportunistic,No,None,Acquitted,N/A
3980,36-50,Other,Human Trafficking,Metro,Night,Digital Tools,Yes,Online Fraud,Yes,Calculated,Yes,Vehicle,Acquitted,N/A
3981,18-25,Female,Kidnapping,Rural,Morning,Gun,No,Social Engineering,No,Aggressive,Yes,None,Acquitted,N/A
3982,36-50,Other,Cybercrime,Rural,Night,Knife,No,Brute Force,No,Opportunistic,Yes,Vehicle,Under Trial,N/A
3983,18-25,Male,Human Trafficking,Rural,Morning,None,No,Online Fraud,No,Manipulative,Yes,Running,Acquitted,N/A
3984,51+,Female,Human Trafficking,Rural,Morning,Gun,Yes,Brute Force,Yes,Calculated,Yes,Fake Identity,Under Trial,N/A
3985,36-50,Other,Murder,Metro,Night,Gun,No,Breaking & Entering,Yes,Calculated,Yes,Running,Acquitted,N/A
3986,26-35,Male,Fraud,City,Morning,None,No,Brute Force,No,Opportunistic,Yes,Fake Identity,Acquitted,N/A
3987,36-50,Male,Drug Offense,Metro,Morning,Digital Tools,No,Breaking & Entering,No,Manipulative,No,Fake Identity,Under Trial,N/A
3988,26-35,Male,Assault,Rural,Morning,Knife,No,Brute Force,No,Aggressive,Yes,Running,Under Trial,N/A
3989,36-50,Other,Fraud,City,Night,Gun,Yes,Social Engineering,No,Manipulative,Yes,Vehicle,Under Trial,N/A
3990,18-25,Other,Theft,City,Evening,Digital Tools,No,Online Fraud,No,Calculated,No,None,Under Trial,N/A
3991,36-50,Male,Fraud,City,Night,None,Yes,Breaking & Entering,Yes,Calculated,Yes,Running,Convicted,Long-term
3992,18-25,Other,Cybercrime,Rural,Night,Knife,No,Brute Force,No,Manipulative,Yes,None,Under Trial,N/A
3993,36-50,Female,Cybercrime,Rural,Evening,None,Yes,Brute Force,Yes,Manipulative,Yes,Running,Under Trial,N/A
3994,26-35,Female,Cybercrime,Metro,Morning,Gun,No,Online Fraud,No,Manipulative,Yes,None,Under Trial,N/A
3995,51+,Female,Human Trafficking,City,Night,Gun,Yes,Breaking & Entering,No,Manipulative,Yes,None,Convicted,Life
3996,18-25,Female,Theft,Metro,Morning,Gun,Yes,Breaking & Entering,No,Manipulative,No,Fake Identity,Under Trial,N/A
3997,26-35,Male,Cybercrime,Metro,Evening,Gun,Yes,Brute Force,Yes,Opportunistic,Yes,Running,Acquitted,N/A
3998,51+,Other,Assault,Metro,Night,Digital Tools,No,Online Fraud,Yes,Calculated,Yes,Running,Acquitted,N/A
3999,36-50,Male,Drug Offense,City,Evening,None,Yes,Social Engineering,No,Aggressive,Yes,None,Acquitted,N/A
4000,51+,Other,Assault,Metro,Evening,None,Yes,Online Fraud,No,Calculated,Yes,Vehicle,Convicted,Life
4001,18-25,Female,Fraud,Metro,Morning,Digital Tools,No,Online Fraud,No,Calculated,Yes,Fake Identity,Under Trial,N/A
4002,36-50,Female,Kidnapping,Rural,Morning,Digital Tools,No,Online Fraud,No,Calculated,Yes,Vehicle,Acquitted,N/A
4003,26-35,Female,Theft,Rural,Morning,None,No,Social Engineering,Yes,Aggressive,No,Fake Identity,Under Trial,N/A
4004,36-50,Female,Human Trafficking,Metro,Night,None,No,Breaking & Entering,Yes,Calculated,Yes,None,Convicted,Short-term
4005,36-50,Other,Fraud,City,Night,Knife,No,Breaking & Entering,Yes,Manipulative,No,None,Under Trial,N/A
4006,51+,Other,Theft,Rural,Evening,Digital Tools,No,Extortion,Yes,Manipulative,No,Fake Identity,Convicted,Long-term
4007,36-50,Male,Human Trafficking,Metro,Morning,Digital Tools,No,Social Engineering,Yes,Aggressive,No,Fake Identity,Acquitted,N/A
4008,18-25,Male,Drug Offense,City,Night,Knife,Yes,Social Engineering,No,Aggressive,Yes,Fake Identity,Under Trial,N/A
4009,26-35,Other,Fraud,Rural,Evening,Digital Tools,No,Online Fraud,Yes,Opportunistic,Yes,Running,Under Trial,N/A
4010,18-25,Male,Murder,Metro,Morning,Knife,No,Social Engineering,No,Opportunistic,No,Vehicle,Acquitted,N/A
4011,36-50,Female,Theft,Rural,Morning,Knife,No,Extortion,No,Opportunistic,Yes,Vehicle,Under Trial,N/A
4012,18-25,Female,Kidnapping,Metro,Night,None,Yes,Breaking & Entering,Yes,Aggressive,No,Fake Identity,Convicted,Short-term
4013,18-25,Other,Drug Offense,Metro,Evening,Gun,No,Brute Force,No,Manipulative,No,Running,Convicted,Long-term
4014,26-35,Other,Human Trafficking,Rural,Morning,None,Yes,Online Fraud,Yes,Aggressive,No,None,Convicted,Short-term
4015,26-35,Female,Drug Offense,Rural,Evening,None,No,Online Fraud,No,Aggressive,Yes,None,Convicted,Short-term
4016,51+,Other,Theft,City,Night,None,Yes,Social Engineering,Yes,Manipulative,Yes,Fake Identity,Acquitted,N/A
4017,26-35,Other,Fraud,City,Night,Knife,Yes,Social Engineering,Yes,Calculated,Yes,Vehicle,Convicted,Short-term
4018,26-35,Female,Cybercrime,City,Night,Gun,No,Extortion,No,Manipulative,No,None,Under Trial,N/A
4019,36-50,Other,Kidnapping,City,Evening,None,Yes,Extortion,Yes,Aggressive,No,Running,Acquitted,N/A
4020,51+,Other,Theft,Rural,Night,None,No,Extortion,Yes,Opportunistic,Yes,Fake Identity,Acquitted,N/A
4021,36-50,Other,Assault,Rural,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Manipulative,No,Fake Identity,Under Trial,N/A
4022,51+,Male,Murder,Rural,Evening,None,No,Brute Force,Yes,Opportunistic,Yes,None,Convicted,Long-term
4023,26-35,Other,Murder,City,Night,Digital Tools,No,Social Engineering,No,Manipulative,No,Vehicle,Under Trial,N/A
4024,36-50,Other,Murder,Metro,Morning,Knife,No,Extortion,Yes,Calculated,No,Fake Identity,Under Trial,N/A
4025,51+,Other,Cybercrime,Rural,Morning,None,No,Social Engineering,No,Calculated,No,Running,Acquitted,N/A
4026,51+,Other,Theft,City,Night,Digital Tools,No,Extortion,Yes,Manipulative,No,Running,Convicted,Short-term
4027,51+,Female,Fraud,Rural,Night,None,Yes,Online Fraud,Yes,Opportunistic,Yes,Fake Identity,Acquitted,N/A
4028,51+,Male,Kidnapping,City,Morning,None,Yes,Social Engineering,Yes,Opportunistic,Yes,Running,Convicted,Death
4029,18-25,Female,Drug Offense,Rural,Morning,None,No,Online Fraud,Yes,Calculated,Yes,Vehicle,Under Trial,N/A
4030,26-35,Other,Human Trafficking,City,Evening,Knife,Yes,Breaking & Entering,Yes,Calculated,No,Vehicle,Convicted,Death
