Criminal ID,Age,Gender,Crime Type,Crime Location,Time of Crime,Weapon Used,Prior Offenses,Modus Operandi,Associated Gang,Psychological Profile,Footprint/Fingerprint Match,Escape Method,Conviction Status,Sentence Duration,Education Level,Job Status,Geographical Factor
4418,18-25,Male,Cybercrime,City,Evening,Digital Tools,No,Online Fraud,Yes,Manipulative,Yes,Fake Identity,Under Trial,N/A,Postgraduate,Student,Suburban
4419,18-25,Male,Assault,Metro,Morning,None,Yes,Breaking & Entering,No,Opportunistic,No,Vehicle,Acquitted,N/A,Undergraduate,Employed,Suburban
4420,26-35,Male,Theft,City,Evening,None,Yes,Brute Force,Yes,Opportunistic,No,Fake Identity,Convicted,Life,High School,Student,Suburban
4421,51+,Female,Fraud,Metro,Night,Gun,No,Social Engineering,No,Manipulative,Yes,None,Convicted,Life,Undergraduate,Student,Rural
4422,18-25,Other,Human Trafficking,Rural,Night,Knife,Yes,Online Fraud,No,Calculated,No,Fake Identity,Acquitted,N/A,Graduate,Student,Rural
4423,18-25,Other,Drug Offense,Metro,Evening,Digital Tools,No,Extortion,No,Aggressive,No,Vehicle,Under Trial,N/A,Graduate,Self-Employed,Rural
4424,18-25,Male,Cybercrime,Metro,Night,Gun,Yes,Breaking & Entering,No,Opportunistic,No,Running,Under Trial,N/A,Graduate,Employed,Urban
4425,51+,Male,Kidnapping,City,Night,Knife,Yes,Breaking & Entering,Yes,Manipulative,No,Vehicle,Convicted,Death,High School,Employed,Rural
4426,26-35,Female,Fraud,Rural,Morning,None,Yes,Social Engineering,No,Manipulative,No,Running,Convicted,Short-term,Graduate,Employed,Suburban
4427,51+,Male,Drug Offense,Metro,Morning,Digital Tools,Yes,Breaking & Entering,No,Manipulative,Yes,Running,Under Trial,N/A,Postgraduate,Employed,Urban
4428,36-50,Female,Cybercrime,Metro,Evening,Gun,Yes,Online Fraud,Yes,Manipulative,No,None,Acquitted,N/A,Postgraduate,Unemployed,Suburban
4429,51+,Female,Assault,Metro,Evening,Knife,Yes,Extortion,No,Calculated,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Self-Employed,Suburban
4430,51+,Female,Kidnapping,City,Evening,None,No,Social Engineering,No,Manipulative,No,None,Under Trial,N/A,Graduate,Self-Employed,Rural
4431,26-35,Female,Human Trafficking,Metro,Morning,Gun,Yes,Online Fraud,Yes,Aggressive,Yes,Running,Convicted,Life,Postgraduate,Student,Urban
4432,26-35,Female,Fraud,Rural,Morning,Digital Tools,Yes,Extortion,No,Calculated,No,Fake Identity,Acquitted,N/A,Undergraduate,Self-Employed,Rural
4433,18-25,Other,Human Trafficking,Metro,Night,Knife,Yes,Brute Force,Yes,Aggressive,Yes,Fake Identity,Acquitted,N/A,Undergraduate,Employed,Urban
4434,26-35,Male,Theft,Metro,Morning,None,Yes,Extortion,No,Opportunistic,Yes,None,Acquitted,N/A,High School,Employed,Rural
4435,51+,Female,Assault,Metro,Night,Gun,No,Breaking & Entering,Yes,Calculated,Yes,Vehicle,Convicted,Life,Undergraduate,Student,Suburban
4436,18-25,Female,Human Trafficking,Metro,Morning,Gun,No,Extortion,No,Calculated,Yes,Running,Convicted,Long-term,High School,Student,Suburban
4437,18-25,Female,Drug Offense,Metro,Morning,Digital Tools,Yes,Online Fraud,No,Calculated,No,Running,Convicted,Long-term,High School,Unemployed,Rural
4438,18-25,Male,Theft,City,Evening,Gun,No,Online Fraud,No,Calculated,No,Vehicle,Convicted,Long-term,Graduate,Self-Employed,Suburban
4439,18-25,Other,Human Trafficking,Rural,Morning,Digital Tools,No,Social Engineering,No,Aggressive,Yes,Fake Identity,Convicted,Short-term,High School,Unemployed,Urban
4440,26-35,Other,Human Trafficking,Metro,Evening,None,Yes,Extortion,No,Aggressive,No,Fake Identity,Under Trial,N/A,High School,Student,Urban
4441,36-50,Male,Human Trafficking,City,Morning,None,No,Brute Force,Yes,Manipulative,No,Fake Identity,Convicted,Short-term,Postgraduate,Employed,Urban
4442,18-25,Female,Theft,City,Evening,Knife,Yes,Online Fraud,No,Manipulative,No,Vehicle,Convicted,Life,High School,Unemployed,Urban
4443,26-35,Male,Theft,Rural,Evening,None,No,Extortion,Yes,Aggressive,Yes,None,Convicted,Long-term,Postgraduate,Unemployed,Suburban
4444,36-50,Other,Fraud,Rural,Night,Knife,Yes,Extortion,No,Manipulative,Yes,Vehicle,Convicted,Short-term,High School,Employed,Suburban
4445,36-50,Other,Theft,Metro,Night,None,No,Brute Force,No,Manipulative,No,None,Under Trial,N/A,Undergraduate,Self-Employed,Rural
4446,36-50,Male,Murder,Rural,Evening,Knife,No,Social Engineering,Yes,Aggressive,No,Running,Acquitted,N/A,Postgraduate,Employed,Urban
4447,26-35,Other,Theft,City,Morning,Digital Tools,No,Extortion,Yes,Aggressive,Yes,Fake Identity,Convicted,Long-term,Postgraduate,Employed,Rural
4448,26-35,Male,Human Trafficking,Rural,Morning,None,No,Extortion,No,Aggressive,No,Fake Identity,Acquitted,N/A,Postgraduate,Student,Urban
4449,18-25,Female,Kidnapping,Metro,Morning,Knife,Yes,Breaking & Entering,Yes,Calculated,Yes,Running,Acquitted,N/A,Undergraduate,Student,Suburban
4450,36-50,Male,Human Trafficking,City,Evening,None,Yes,Breaking & Entering,Yes,Opportunistic,No,Running,Acquitted,N/A,Graduate,Self-Employed,Urban
4451,51+,Other,Human Trafficking,Rural,Morning,None,No,Breaking & Entering,Yes,Aggressive,No,Vehicle,Acquitted,N/A,Undergraduate,Unemployed,Rural
4452,51+,Female,Assault,Rural,Morning,None,No,Extortion,No,Opportunistic,No,Running,Convicted,Life,High School,Student,Rural
4453,51+,Male,Kidnapping,City,Morning,Digital Tools,No,Breaking & Entering,Yes,Calculated,No,Vehicle,Acquitted,N/A,High School,Student,Rural
4454,51+,Other,Theft,Rural,Evening,Gun,Yes,Online Fraud,No,Opportunistic,No,Running,Acquitted,N/A,Postgraduate,Student,Rural
4455,26-35,Other,Human Trafficking,Rural,Night,Knife,No,Social Engineering,No,Aggressive,Yes,Vehicle,Under Trial,N/A,Undergraduate,Unemployed,Urban
4456,51+,Female,Assault,City,Morning,Gun,No,Brute Force,Yes,Manipulative,Yes,Vehicle,Under Trial,N/A,Undergraduate,Self-Employed,Urban
4457,36-50,Other,Drug Offense,Rural,Morning,Digital Tools,No,Extortion,No,Manipulative,Yes,Fake Identity,Acquitted,N/A,High School,Unemployed,Rural
4458,26-35,Male,Murder,City,Night,Digital Tools,Yes,Breaking & Entering,No,Calculated,No,None,Convicted,Long-term,Undergraduate,Unemployed,Suburban
4459,51+,Other,Assault,Rural,Night,Gun,Yes,Extortion,No,Aggressive,No,None,Convicted,Long-term,Postgraduate,Employed,Urban
4460,51+,Female,Drug Offense,City,Night,Digital Tools,Yes,Extortion,No,Manipulative,No,Fake Identity,Convicted,Life,Undergraduate,Self-Employed,Rural
4461,51+,Male,Fraud,Metro,Morning,Gun,No,Brute Force,No,Manipulative,No,Fake Identity,Acquitted,N/A,Postgraduate,Unemployed,Rural
4462,51+,Female,Drug Offense,City,Night,Knife,No,Extortion,Yes,Opportunistic,No,Fake Identity,Under Trial,N/A,High School,Employed,Suburban
4463,18-25,Female,Fraud,Metro,Evening,None,No,Breaking & Entering,No,Aggressive,Yes,Running,Convicted,Short-term,Undergraduate,Employed,Rural
4464,36-50,Female,Assault,City,Morning,Knife,No,Brute Force,Yes,Opportunistic,No,Running,Convicted,Life,Undergraduate,Unemployed,Urban
4465,36-50,Male,Kidnapping,Rural,Morning,Digital Tools,No,Brute Force,Yes,Calculated,No,None,Convicted,Life,High School,Unemployed,Urban
4466,51+,Other,Assault,City,Morning,Knife,No,Breaking & Entering,Yes,Opportunistic,Yes,Running,Convicted,Death,Postgraduate,Unemployed,Suburban
4467,51+,Other,Fraud,Rural,Evening,None,No,Breaking & Entering,No,Aggressive,Yes,Vehicle,Acquitted,N/A,High School,Unemployed,Urban
4468,51+,Female,Assault,Metro,Evening,Knife,Yes,Social Engineering,Yes,Manipulative,Yes,None,Convicted,Death,Undergraduate,Employed,Rural
4469,51+,Female,Human Trafficking,Rural,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Opportunistic,No,Running,Acquitted,N/A,Undergraduate,Self-Employed,Suburban
4470,51+,Other,Drug Offense,City,Evening,Knife,No,Online Fraud,No,Manipulative,Yes,Vehicle,Acquitted,N/A,Undergraduate,Self-Employed,Suburban
4471,36-50,Female,Kidnapping,City,Morning,Digital Tools,No,Brute Force,No,Manipulative,No,Vehicle,Acquitted,N/A,Graduate,Self-Employed,Rural
4472,18-25,Male,Theft,Rural,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Opportunistic,Yes,Running,Under Trial,N/A,Graduate,Employed,Rural
4473,51+,Other,Drug Offense,City,Night,Knife,No,Online Fraud,Yes,Calculated,Yes,None,Under Trial,N/A,Undergraduate,Student,Suburban
4474,51+,Male,Fraud,City,Evening,None,Yes,Extortion,No,Opportunistic,No,Running,Under Trial,N/A,Postgraduate,Self-Employed,Suburban
4475,36-50,Male,Drug Offense,City,Evening,Digital Tools,Yes,Online Fraud,Yes,Aggressive,No,None,Under Trial,N/A,High School,Employed,Suburban
4476,26-35,Other,Drug Offense,City,Morning,None,Yes,Extortion,Yes,Calculated,No,Vehicle,Acquitted,N/A,Graduate,Employed,Urban
4477,26-35,Male,Murder,City,Evening,Knife,Yes,Breaking & Entering,No,Opportunistic,No,Running,Acquitted,N/A,Postgraduate,Self-Employed,Suburban
4478,18-25,Male,Cybercrime,Rural,Morning,Knife,No,Extortion,No,Aggressive,No,Running,Under Trial,N/A,Postgraduate,Employed,Urban
4479,51+,Female,Cybercrime,City,Evening,Digital Tools,No,Social Engineering,No,Aggressive,No,None,Convicted,Short-term,High School,Self-Employed,Urban
4480,51+,Other,Theft,City,Evening,Gun,Yes,Online Fraud,Yes,Calculated,No,Vehicle,Acquitted,N/A,Postgraduate,Employed,Rural
4481,26-35,Other,Theft,Metro,Morning,Knife,Yes,Social Engineering,No,Opportunistic,No,Vehicle,Under Trial,N/A,Graduate,Self-Employed,Urban
4482,26-35,Other,Fraud,City,Evening,Knife,No,Extortion,Yes,Manipulative,Yes,Vehicle,Acquitted,N/A,High School,Unemployed,Urban
4483,36-50,Male,Cybercrime,Metro,Night,Gun,No,Social Engineering,No,Opportunistic,Yes,Fake Identity,Under Trial,N/A,Undergraduate,Student,Urban
4484,18-25,Female,Drug Offense,Metro,Night,Digital Tools,No,Breaking & Entering,No,Calculated,No,Vehicle,Convicted,Short-term,High School,Employed,Urban
4485,18-25,Female,Kidnapping,City,Evening,Knife,No,Brute Force,Yes,Opportunistic,No,Running,Under Trial,N/A,Postgraduate,Unemployed,Suburban
4486,51+,Male,Kidnapping,City,Evening,Knife,No,Extortion,No,Manipulative,No,Fake Identity,Under Trial,N/A,Undergraduate,Self-Employed,Suburban
4487,18-25,Female,Assault,Metro,Morning,None,No,Breaking & Entering,No,Opportunistic,Yes,Running,Acquitted,N/A,Postgraduate,Student,Rural
4488,51+,Male,Murder,Rural,Morning,Knife,No,Online Fraud,No,Aggressive,No,None,Under Trial,N/A,Graduate,Unemployed,Rural
4489,26-35,Female,Assault,Rural,Night,Digital Tools,Yes,Social Engineering,Yes,Manipulative,No,Running,Acquitted,N/A,Graduate,Employed,Urban
4490,26-35,Male,Murder,Metro,Evening,Gun,Yes,Brute Force,Yes,Aggressive,No,Running,Convicted,Long-term,Undergraduate,Self-Employed,Suburban
4491,51+,Female,Human Trafficking,City,Evening,Digital Tools,Yes,Online Fraud,Yes,Aggressive,Yes,Running,Convicted,Long-term,High School,Unemployed,Urban
4492,18-25,Other,Theft,City,Evening,Gun,Yes,Breaking & Entering,Yes,Calculated,No,Vehicle,Acquitted,N/A,Postgraduate,Unemployed,Suburban
4493,36-50,Other,Assault,City,Morning,Digital Tools,Yes,Online Fraud,No,Opportunistic,No,None,Under Trial,N/A,High School,Unemployed,Urban
4494,51+,Other,Assault,Metro,Morning,Knife,No,Social Engineering,No,Manipulative,Yes,Vehicle,Under Trial,N/A,Postgraduate,Unemployed,Urban
4495,26-35,Other,Drug Offense,Metro,Morning,Knife,Yes,Breaking & Entering,Yes,Calculated,No,Fake Identity,Convicted,Short-term,High School,Employed,Suburban
4496,51+,Female,Murder,Metro,Night,Digital Tools,Yes,Brute Force,No,Aggressive,No,Running,Convicted,Death,Undergraduate,Self-Employed,Suburban
4497,36-50,Other,Drug Offense,Rural,Evening,None,Yes,Social Engineering,No,Manipulative,No,Vehicle,Acquitted,N/A,High School,Student,Rural
4498,36-50,Other,Assault,Rural,Evening,Digital Tools,No,Extortion,No,Calculated,No,None,Acquitted,N/A,Undergraduate,Student,Rural
4499,26-35,Other,Murder,City,Morning,Digital Tools,Yes,Social Engineering,No,Aggressive,No,Running,Convicted,Death,Undergraduate,Student,Suburban
4500,36-50,Other,Cybercrime,City,Night,None,No,Breaking & Entering,No,Aggressive,No,Running,Under Trial,N/A,Graduate,Unemployed,Rural
4501,36-50,Male,Assault,Metro,Evening,Knife,Yes,Breaking & Entering,Yes,Opportunistic,Yes,Running,Under Trial,N/A,High School,Student,Rural
4502,18-25,Other,Cybercrime,City,Morning,Digital Tools,No,Breaking & Entering,Yes,Manipulative,No,None,Under Trial,N/A,Postgraduate,Student,Urban
4503,18-25,Other,Cybercrime,Metro,Morning,Knife,Yes,Extortion,Yes,Opportunistic,Yes,Vehicle,Under Trial,N/A,Graduate,Unemployed,Suburban
4504,36-50,Other,Drug Offense,Metro,Night,Knife,Yes,Breaking & Entering,No,Opportunistic,No,Fake Identity,Convicted,Short-term,High School,Student,Rural
4505,26-35,Female,Human Trafficking,Rural,Night,Knife,Yes,Brute Force,No,Opportunistic,Yes,Vehicle,Acquitted,N/A,Postgraduate,Student,Suburban
4506,18-25,Female,Murder,City,Night,Knife,No,Social Engineering,No,Opportunistic,Yes,Fake Identity,Convicted,Life,High School,Employed,Rural
4507,36-50,Female,Assault,City,Evening,None,No,Online Fraud,Yes,Aggressive,Yes,Vehicle,Acquitted,N/A,Graduate,Student,Rural
4508,26-35,Male,Assault,Rural,Evening,None,No,Brute Force,No,Opportunistic,No,None,Convicted,Short-term,Graduate,Unemployed,Rural
4509,51+,Female,Kidnapping,Metro,Morning,Gun,No,Online Fraud,No,Manipulative,Yes,Vehicle,Acquitted,N/A,Undergraduate,Unemployed,Suburban
4510,36-50,Other,Assault,City,Night,None,Yes,Breaking & Entering,No,Manipulative,Yes,Vehicle,Under Trial,N/A,High School,Employed,Rural
4511,18-25,Other,Cybercrime,Metro,Night,Knife,No,Brute Force,No,Calculated,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Unemployed,Rural
4512,51+,Other,Fraud,City,Night,Digital Tools,No,Breaking & Entering,Yes,Opportunistic,Yes,Fake Identity,Convicted,Long-term,Graduate,Unemployed,Urban
4513,36-50,Female,Fraud,Rural,Night,Digital Tools,Yes,Social Engineering,Yes,Aggressive,No,Vehicle,Convicted,Short-term,Postgraduate,Employed,Urban
4514,36-50,Female,Theft,Rural,Evening,Knife,Yes,Online Fraud,Yes,Manipulative,Yes,Vehicle,Acquitted,N/A,High School,Unemployed,Rural
4515,51+,Male,Drug Offense,Rural,Morning,None,Yes,Online Fraud,Yes,Calculated,No,Fake Identity,Convicted,Long-term,High School,Student,Urban
4516,36-50,Female,Drug Offense,Rural,Evening,Gun,Yes,Extortion,No,Manipulative,Yes,Fake Identity,Under Trial,N/A,Graduate,Student,Urban
4517,26-35,Female,Kidnapping,Rural,Evening,Digital Tools,No,Breaking & Entering,Yes,Manipulative,No,Running,Convicted,Short-term,High School,Self-Employed,Rural
4518,51+,Other,Drug Offense,Metro,Evening,None,No,Extortion,No,Opportunistic,No,Fake Identity,Convicted,Death,Undergraduate,Self-Employed,Rural
4519,18-25,Other,Fraud,City,Morning,None,No,Breaking & Entering,No,Calculated,No,Running,Under Trial,N/A,Undergraduate,Self-Employed,Rural
4520,36-50,Male,Cybercrime,Metro,Morning,Digital Tools,Yes,Breaking & Entering,Yes,Manipulative,No,Vehicle,Acquitted,N/A,Graduate,Student,Urban
4521,51+,Female,Human Trafficking,Metro,Morning,Gun,Yes,Social Engineering,Yes,Aggressive,No,Vehicle,Under Trial,N/A,Undergraduate,Unemployed,Rural
4522,36-50,Male,Murder,Rural,Evening,None,Yes,Brute Force,Yes,Manipulative,No,None,Under Trial,N/A,High School,Unemployed,Urban
4523,36-50,Male,Theft,City,Morning,Knife,No,Breaking & Entering,Yes,Opportunistic,No,Vehicle,Acquitted,N/A,Graduate,Employed,Suburban
4524,51+,Other,Human Trafficking,City,Night,Knife,No,Extortion,Yes,Aggressive,Yes,None,Under Trial,N/A,Undergraduate,Student,Rural
4525,51+,Other,Fraud,Metro,Night,Digital Tools,No,Breaking & Entering,Yes,Aggressive,Yes,Fake Identity,Convicted,Death,Graduate,Self-Employed,Urban
4526,26-35,Other,Assault,Metro,Evening,Knife,No,Social Engineering,No,Calculated,No,Fake Identity,Acquitted,N/A,Undergraduate,Unemployed,Rural
4527,36-50,Male,Drug Offense,City,Evening,Digital Tools,Yes,Extortion,No,Calculated,No,None,Under Trial,N/A,Postgraduate,Employed,Suburban
4528,51+,Male,Theft,City,Night,None,No,Brute Force,Yes,Aggressive,No,Fake Identity,Acquitted,N/A,Postgraduate,Self-Employed,Rural
4529,36-50,Other,Human Trafficking,Metro,Evening,Digital Tools,Yes,Breaking & Entering,No,Manipulative,Yes,Vehicle,Under Trial,N/A,Graduate,Employed,Suburban
4530,18-25,Male,Cybercrime,Rural,Night,Gun,Yes,Extortion,No,Manipulative,Yes,Fake Identity,Under Trial,N/A,Undergraduate,Self-Employed,Suburban
4531,26-35,Female,Theft,Metro,Morning,Knife,No,Social Engineering,No,Manipulative,No,None,Convicted,Life,Postgraduate,Student,Suburban
4532,36-50,Female,Cybercrime,Rural,Evening,Gun,No,Online Fraud,Yes,Opportunistic,No,None,Acquitted,N/A,High School,Self-Employed,Urban
4533,51+,Other,Murder,Metro,Morning,Gun,Yes,Breaking & Entering,No,Aggressive,Yes,Running,Acquitted,N/A,High School,Employed,Rural
4534,18-25,Female,Assault,City,Morning,Digital Tools,No,Online Fraud,No,Manipulative,No,None,Acquitted,N/A,Postgraduate,Student,Suburban
4535,18-25,Other,Cybercrime,Metro,Night,None,Yes,Extortion,Yes,Aggressive,Yes,None,Acquitted,N/A,Undergraduate,Student,Suburban
4536,36-50,Other,Assault,Rural,Morning,None,Yes,Online Fraud,Yes,Manipulative,No,None,Under Trial,N/A,Graduate,Unemployed,Rural
4537,36-50,Female,Fraud,Metro,Evening,Gun,Yes,Brute Force,No,Calculated,Yes,Running,Under Trial,N/A,Undergraduate,Unemployed,Suburban
4538,26-35,Male,Fraud,Metro,Evening,None,No,Social Engineering,Yes,Calculated,Yes,Vehicle,Under Trial,N/A,High School,Self-Employed,Urban
4539,36-50,Other,Kidnapping,City,Evening,Digital Tools,Yes,Extortion,Yes,Opportunistic,No,None,Convicted,Life,High School,Student,Urban
4540,18-25,Female,Kidnapping,Rural,Morning,Gun,No,Extortion,Yes,Manipulative,No,None,Convicted,Death,Graduate,Employed,Suburban
4541,51+,Female,Assault,Metro,Night,Gun,Yes,Breaking & Entering,No,Aggressive,No,Fake Identity,Convicted,Life,Graduate,Self-Employed,Suburban
4542,36-50,Female,Theft,City,Night,None,Yes,Extortion,No,Aggressive,No,Running,Under Trial,N/A,High School,Employed,Rural
4543,36-50,Female,Kidnapping,Rural,Morning,Digital Tools,No,Social Engineering,No,Aggressive,Yes,Running,Acquitted,N/A,Postgraduate,Student,Suburban
4544,26-35,Male,Human Trafficking,City,Morning,Digital Tools,No,Extortion,Yes,Aggressive,No,Fake Identity,Under Trial,N/A,High School,Self-Employed,Suburban
4545,18-25,Other,Human Trafficking,Metro,Night,Knife,No,Breaking & Entering,Yes,Aggressive,Yes,Vehicle,Convicted,Life,Graduate,Employed,Rural
4546,18-25,Other,Kidnapping,Rural,Evening,Gun,No,Online Fraud,No,Aggressive,Yes,Vehicle,Convicted,Death,Undergraduate,Self-Employed,Urban
4547,51+,Other,Drug Offense,Metro,Night,Digital Tools,Yes,Breaking & Entering,No,Calculated,Yes,Running,Acquitted,N/A,Undergraduate,Unemployed,Urban
4548,18-25,Other,Human Trafficking,Metro,Evening,Gun,No,Extortion,No,Calculated,No,Running,Acquitted,N/A,High School,Unemployed,Suburban
4549,18-25,Other,Cybercrime,City,Night,Knife,Yes,Breaking & Entering,Yes,Manipulative,Yes,Vehicle,Under Trial,N/A,Graduate,Employed,Suburban
4550,26-35,Other,Murder,Metro,Evening,Gun,Yes,Online Fraud,Yes,Opportunistic,Yes,None,Convicted,Death,High School,Student,Rural
4551,18-25,Male,Theft,Metro,Night,Knife,No,Brute Force,No,Calculated,No,None,Under Trial,N/A,Graduate,Unemployed,Suburban
4552,26-35,Other,Theft,Metro,Morning,Knife,No,Online Fraud,No,Opportunistic,Yes,None,Convicted,Short-term,High School,Unemployed,Rural
4553,26-35,Female,Human Trafficking,City,Evening,None,Yes,Social Engineering,No,Calculated,No,Running,Under Trial,N/A,Graduate,Unemployed,Suburban
4554,18-25,Other,Kidnapping,Metro,Morning,Knife,Yes,Breaking & Entering,Yes,Calculated,Yes,Vehicle,Acquitted,N/A,Postgraduate,Unemployed,Suburban
4555,51+,Female,Assault,City,Night,Gun,No,Online Fraud,Yes,Aggressive,Yes,Fake Identity,Convicted,Life,High School,Student,Rural
4556,36-50,Male,Fraud,City,Evening,Digital Tools,Yes,Online Fraud,Yes,Manipulative,Yes,Running,Under Trial,N/A,High School,Employed,Rural
4557,26-35,Female,Kidnapping,Metro,Morning,Gun,No,Breaking & Entering,Yes,Opportunistic,Yes,Fake Identity,Acquitted,N/A,Postgraduate,Self-Employed,Rural
4558,18-25,Male,Human Trafficking,Rural,Morning,Digital Tools,Yes,Extortion,No,Aggressive,No,Fake Identity,Under Trial,N/A,High School,Self-Employed,Urban
4559,51+,Other,Cybercrime,Rural,Evening,Digital Tools,Yes,Social Engineering,Yes,Opportunistic,Yes,None,Acquitted,N/A,Graduate,Student,Rural
4560,26-35,Male,Murder,City,Night,None,Yes,Brute Force,No,Opportunistic,No,None,Convicted,Short-term,Graduate,Employed,Urban
4561,36-50,Female,Cybercrime,Metro,Night,None,Yes,Extortion,No,Calculated,Yes,Running,Acquitted,N/A,Undergraduate,Unemployed,Suburban
4562,18-25,Male,Murder,Metro,Night,Digital Tools,No,Brute Force,No,Manipulative,Yes,Running,Acquitted,N/A,High School,Student,Rural
4563,18-25,Other,Drug Offense,Rural,Evening,Knife,No,Social Engineering,No,Aggressive,No,Fake Identity,Convicted,Death,Postgraduate,Unemployed,Rural
4564,51+,Other,Drug Offense,Rural,Night,None,No,Breaking & Entering,No,Aggressive,No,Running,Acquitted,N/A,High School,Self-Employed,Suburban
4565,26-35,Female,Drug Offense,Metro,Night,Gun,No,Breaking & Entering,Yes,Calculated,Yes,Running,Convicted,Death,Graduate,Employed,Urban
4566,26-35,Female,Assault,Metro,Morning,Digital Tools,No,Social Engineering,Yes,Opportunistic,Yes,Vehicle,Acquitted,N/A,High School,Employed,Urban
4567,51+,Other,Murder,Metro,Evening,None,No,Brute Force,No,Calculated,No,Running,Convicted,Short-term,Graduate,Unemployed,Suburban
4568,26-35,Female,Cybercrime,Rural,Evening,None,Yes,Brute Force,Yes,Calculated,Yes,Vehicle,Convicted,Long-term,Graduate,Employed,Urban
4569,18-25,Female,Drug Offense,City,Evening,Digital Tools,Yes,Brute Force,No,Aggressive,No,Fake Identity,Acquitted,N/A,High School,Student,Rural
4570,51+,Male,Cybercrime,City,Evening,None,Yes,Breaking & Entering,Yes,Manipulative,Yes,Running,Acquitted,N/A,Graduate,Employed,Rural
4571,26-35,Female,Cybercrime,Rural,Night,Knife,Yes,Breaking & Entering,No,Opportunistic,No,Running,Acquitted,N/A,High School,Student,Urban
4572,51+,Other,Fraud,Rural,Night,Knife,Yes,Online Fraud,Yes,Aggressive,Yes,Fake Identity,Convicted,Death,Postgraduate,Self-Employed,Suburban
4573,18-25,Female,Fraud,Metro,Morning,Digital Tools,Yes,Brute Force,Yes,Calculated,No,Running,Under Trial,N/A,Postgraduate,Employed,Rural
4574,26-35,Female,Fraud,Rural,Evening,None,No,Social Engineering,Yes,Calculated,No,Running,Under Trial,N/A,Undergraduate,Employed,Suburban
4575,36-50,Male,Assault,Rural,Evening,Knife,Yes,Breaking & Entering,No,Opportunistic,No,Vehicle,Acquitted,N/A,High School,Self-Employed,Suburban
4576,26-35,Other,Cybercrime,City,Night,None,Yes,Breaking & Entering,Yes,Aggressive,No,Running,Acquitted,N/A,Undergraduate,Employed,Urban
4577,36-50,Male,Drug Offense,City,Night,None,Yes,Breaking & Entering,No,Manipulative,Yes,None,Under Trial,N/A,High School,Employed,Suburban
4578,51+,Male,Drug Offense,Rural,Night,Digital Tools,Yes,Social Engineering,No,Aggressive,Yes,Vehicle,Under Trial,N/A,High School,Student,Suburban
4579,26-35,Other,Assault,Metro,Evening,Knife,Yes,Brute Force,Yes,Aggressive,Yes,None,Convicted,Short-term,Postgraduate,Unemployed,Rural
4580,36-50,Other,Theft,Rural,Morning,Knife,No,Breaking & Entering,No,Calculated,Yes,Fake Identity,Convicted,Long-term,High School,Student,Rural
4581,26-35,Other,Cybercrime,Metro,Evening,None,Yes,Extortion,Yes,Manipulative,Yes,Running,Under Trial,N/A,Undergraduate,Employed,Rural
4582,36-50,Other,Drug Offense,Metro,Morning,Gun,Yes,Social Engineering,Yes,Opportunistic,No,Vehicle,Under Trial,N/A,High School,Self-Employed,Urban
4583,51+,Male,Fraud,City,Morning,None,No,Social Engineering,No,Calculated,Yes,Running,Convicted,Long-term,High School,Self-Employed,Rural
4584,26-35,Female,Cybercrime,City,Morning,Gun,No,Brute Force,Yes,Manipulative,No,Running,Acquitted,N/A,Graduate,Student,Urban
4585,18-25,Male,Drug Offense,Metro,Night,Digital Tools,Yes,Brute Force,No,Aggressive,No,None,Acquitted,N/A,Undergraduate,Employed,Suburban
4586,18-25,Other,Drug Offense,Rural,Evening,Knife,No,Online Fraud,No,Manipulative,Yes,Fake Identity,Convicted,Death,Postgraduate,Student,Suburban
4587,26-35,Male,Drug Offense,City,Night,Knife,Yes,Breaking & Entering,Yes,Calculated,No,Fake Identity,Convicted,Short-term,Postgraduate,Self-Employed,Urban
4588,18-25,Female,Theft,City,Night,Gun,No,Breaking & Entering,Yes,Aggressive,No,Fake Identity,Under Trial,N/A,Postgraduate,Employed,Suburban
4589,18-25,Female,Cybercrime,City,Night,Gun,Yes,Breaking & Entering,No,Opportunistic,Yes,Running,Convicted,Life,Undergraduate,Employed,Urban
4590,51+,Female,Human Trafficking,Rural,Night,None,No,Extortion,No,Aggressive,No,None,Convicted,Death,High School,Self-Employed,Suburban
4591,26-35,Other,Assault,Metro,Evening,Digital Tools,No,Online Fraud,Yes,Opportunistic,No,None,Acquitted,N/A,Undergraduate,Self-Employed,Urban
4592,18-25,Other,Theft,Rural,Evening,Gun,Yes,Breaking & Entering,Yes,Calculated,Yes,Fake Identity,Convicted,Short-term,Postgraduate,Unemployed,Urban
4593,26-35,Male,Assault,City,Evening,None,Yes,Extortion,No,Calculated,No,None,Under Trial,N/A,Postgraduate,Student,Rural
4594,36-50,Other,Theft,Rural,Morning,Gun,Yes,Extortion,Yes,Manipulative,Yes,None,Convicted,Long-term,Postgraduate,Self-Employed,Suburban
4595,18-25,Male,Theft,Rural,Evening,None,No,Breaking & Entering,No,Aggressive,No,Running,Acquitted,N/A,Undergraduate,Self-Employed,Rural
4596,18-25,Other,Assault,Metro,Evening,None,Yes,Online Fraud,Yes,Calculated,No,Fake Identity,Convicted,Death,Postgraduate,Unemployed,Rural
